name,description,product_id,id,isactive,scoring_weight
Treeherder: Docs & Development,"Bugs regarding Treeherder's Read the Docs pages, local VM environment & development tools/scripts.",122,2140,1,0.25
Treeherder: Log Viewer,"Bugs regarding the page for viewing build & test job logs. Note: The scrollable log content section in the centre is an iframe holding the Taskcluster Unified Log Viewer - bugs for that should instead be filed: <a href=""https://github.com/taskcluster/unified-logviewer"">here</a>.",122,2141,1,0.25
Perfherder,"Bugs regarding Perfherder, which allows for analysis of performance job data (<a href=""https://wiki.mozilla.org/EngineeringProductivity/Projects/Perfherder"">more info</a>).",122,2142,1,0.25
General,For bugs that don't fit into other components.,130,2143,1,0.25
Build & Test,"Build system, testing, and infrastructure.",130,2144,1,0.25
Favicons,Favicon storage and fetching.,130,2145,1,0.25
Sync,"Sync client, scheduling, and data formats.",130,2146,1,0.25
Firefox Accounts,Login and protocol.,130,2147,1,0.25
Data Storage,Storage and access of browser data.,130,2148,1,0.25
Theme & Visual Design,User-visible pixels.,130,2149,1,0.25
Home screen,"Bookmarks, history, reading list UI.",130,2150,1,0.25
Reader View,Issues with readability and reader view.,130,2151,1,0.25
Browser,The UI for browsing the web.,130,2152,1,0.25
Tours,"UITour, firstrun and whatsnew Firefox bugs.",21,2153,1,0.25
Extensions: RequestNagger,Bugs against the Request Nagging extension.,70,2154,1,0.25
Shape of the Web,"shapeoftheweb.org (aka Project Lorax) is a site encouraging the Mozilla audience to educate themselves about the state of the Web. Please visit the <a href=""https://wiki.mozilla.org/Engagement/Campaigns/Project_Lorax"">project wiki page</a> to learn more.",36,2155,1,0.25
Reader Mode,The component for displaying pages in a special reader mode. Includes about:reader page and Readability article-parsing library.,30,2156,1,0.25
Visibility Requests,"For requests to change the visibility of jobs on Treeherder. These requests are handled by the sheriffs, who use the <a href=""https://wiki.mozilla.org/Sheriffing/Job_Visibility_Policy"">job visibility policy</a> to determine eligibility.",122,2157,0,0.25
Infrastructure: SSO,Bugs relating to IT's SSO/SAML implementation with Okta.,107,2163,1,0.25
Device Permissions,"Bugs and feature requests for the Firefox UI to give or revoke web page permissions to access devices (camera, microphone, screen share, ...).",21,2164,1,0.25
Security: Process Sandboxing,"For process sandboxing bugs. Generally this covers code under the security/sandbox/ source directory, but there is code elsewhere to hook the different platform process sandboxes into Gecko etc.",1,2165,1,1
Firefox UI Tests,Please file bugs here for Firefox UI tests with Marionette,47,2166,1,0.25
ig / Igbo,Hausa Localization (Ntụgharị Asụsụ Igbo),17,2167,1,0.25
ha / Hausa,Hausa Localization (Sarrafawa da Hausa),17,2168,1,0.25
ln / Lingala,Lingala Localization (Lingala mpo Bato ya Mboka),17,2169,1,0.25
yo / Yoruba,Yoruba Localization (Ṣíṣe-ìtumọ̀ Èdè Yorùbá),17,2170,1,0.25
ee / Ewe,Ewe Localization (Eʋe Gbegɔmeɖeɖe),17,2171,1,0.25
Gaia::TV,This component is for the general Gaia bugs of the Firefox OS TV product. Gaia TV bugs that can't be categorized into Gaia::TV::Home nor Gaia::TV::System go here.,77,2172,1,0.25
Gaia::TV::Home,This component is for Gaia bugs working on the Firefox OS TV Smart Home app.,77,2173,1,0.25
Gaia::TV::System,This component is for Gaia bugs working on the Firefox OS TV System app.,77,2174,1,0.25
Metrics: Pipeline,"This component is for Cloud Services Metrics Pipeline project. This includes ETL, Data warehouse, Dashboards.",55,2175,0,0.25
Github: Administration,"Requests for administrative changes to the <a href=""https://github.com/mozilla/"">Mozilla</a> organization on Github, such as ACLs, repository creation or deletion, etc.

For other ""organizations"" on Github, or repositories not under the Mozilla umbrella, please contact the respective owner.",10,2177,1,0.25
MOC: Documentation,Bugs related to alert documentation and other documentation needed by the MOC or supplied by the MOC.,107,2178,1,0.25
Reading List,UI for managing reading list items.,130,2179,1,0.25
Reading List,UI for managing reading list items.,74,2180,0,0.25
Reading List Sync,SyncAdapter for Reading List,102,2181,1,0.25
Metrics: Dashboard,This component is for Cloud Services Metrics Pipeline project for Dashboards.,55,2182,1,0.25
Reading List,"Bugs relating to the Reading List, syncing the Reading List, and integration with Reader View.",94,2183,1,0.25
Gaia::Feedback,Catch all component for bugs filed from Firefox devices,77,2185,1,0.25
brx / Bodo,Bodo Localization (बर' ओनसोलआरि खालामनाय),17,2186,1,0.25
mozilla.de,Bugs related to content on www.mozilla.de HTTP servers (but not the functioning of the servers).,36,2187,1,0.25
User Interface: Modal,For bugs/enhancements to the new show_bug user interface.,70,2189,1,0.25
Applications: Shipit (backend),"Issues related to the core, business logic and REST API of our release dashboard (Ship-it).",110,2190,1,0.25
Extensions: MozReview Integration,For bugs related to Review Board integration.,70,2191,1,0.25
3rd Party Applications,Bugs relating to 3rd party applications listed within the Firefox Marketplace.,87,2192,1,0.25
Gaia::Bugzilla Lite,A bugzilla client designed to work well on mobile devices.,77,2193,1,0.25
Infrastructure: Backups,Bugs relating to backups and restoration of core infrastructure,107,2194,1,0.25
Adaptive Search,Bugs regarding the adaptive search and autocomplete in Firefox OS versions older than 2.2.  This was formerly Everything.me.,36,2195,1,0.25
Infrastructure: AWS,Account and service requests regarding IT-managed AWS infrastructure and billing.,107,2196,1,0.25
Payments,"This is for Payments for Firefox Accounts (<a href=""https://wiki.mozilla.org/CloudServices/Payments/FirefoxAccounts"">more info</a>)",55,2197,1,0.25
MozFestEA,The component setup in 2015 for Mozilla Festival East Africa to track tasks for organizing and managing the event among teams.,57,2198,1,0.25
Server: Shavar,"Tracking Protection allows you to take control of your privacy online. While Firefox has a Do Not Track feature that tells websites not to monitor your behavior, companies are not required to honor it. Firefox's Tracking Protection feature puts the control back in your hands by actively blocking domains and sites that are known to track users (<a href=""https://support.mozilla.org/en-US/kb/tracking-protection-firefox"">more info</a>).",55,2199,1,0.25
Server: ReadingList,Server-side for the Reading List project.,55,2200,1,0.25
sat / Santali,Santali Localization (संताली नोडेनाक् लेका तेयार),17,2201,1,0.25
Performance Monitoring,"Tools for monitoring the performance of the platform, add-ons and webpages. Such monitoring includes speed, jank, memory usage.",30,2203,1,0.25
tl / Tagalog,Tagalog Localization (Pagsasalin sa Tagalog),17,2204,1,0.25
ActiveData,ActiveData is a data warehouse containing Firefox unittest results and more,47,2205,1,0.25
Budget Requests,The budget request form will be used by Regional Ambassadors Leads and E-Board who are in need of budget for bootcamps and/or other FSA-related events.,132,2206,1,0.25
Pocket,Bugs involving the integration with Pocket and Firefox.,21,2207,1,0.25
Gaia::System::Power Mgmt,Device power management in System app (screen and CPU control and wake locks),77,2208,1,0.25
Gaia::System::Audio Mgmt,Audio priority management in System app (see B2G: AudioChannel for the Gecko part of the logic),77,2209,1,0.25
Gaia::System::WebRTC,"System app UIs that shows WebRTC status, in status bar and utility tray.",77,2210,1,0.25
Gaia::System::Storage Mgmt,"Device USB and external/internal storage management, in System app.",77,2211,1,0.25
Gaia::System::Music Control,"Music control widget in utility tray and lock screen, in System app.",77,2212,1,0.25
Gaia::System::System UI,Device-wide UI and dialogs in System app.,77,2213,1,0.25
"Gaia::System::Status bar, Utility tray, Notification","Provide status bar and utility tray frameworks for other part of System apps to show UI in it. This component also covers notifications and quick settings UI in utility tray.
clock.js (this file is for status bar only; lock screen has it's own in apps/system/lockscreen)",77,2214,1,0.25
Gaia::System::Task Manager,The FxOS system task manager.,77,2215,1,0.25
Gaia::System::Download,Download manager and notifications in the system app.,77,2216,1,0.25
Gaia::System::Payments,UI bits for the mozPay flow.,77,2217,1,0.25
Gaia::System::MobileID,The Mobile Identity WebAPI enables web application authors to obtain a verified phone number (MSISDN) after the user selected the number to be shared and gave explicit permission to the app to obtain it.,77,2218,1,0.25
Gaia::System::Wifi,Wifi management and captive portal dialog in System app.,77,2219,1,0.25
Gaia::System::Mobile Connection,Mobile connection code in the system app.,77,2220,1,0.25
Gaia::System::SIM Tool Kit,SIM Tool Kit UI and handling. Currently lives in both System app and Settings app.,77,2221,1,0.25
Gaia::System::Accessibility,Gaia system accessibility code.,77,2222,1,0.25
Gaia::Customizer,Tool for editing apps on-device and persisting changes.,77,2223,1,0.25
Gaia::P2P Sharing,Tool for editing apps on-device and persisting changes.,77,2224,1,0.25
Gaia::Hackerplace,Tool for editing apps on-device and persisting changes.,77,2225,1,0.25
Gaia::Theme Editor,Tool for editing apps on-device and persisting changes.,77,2226,1,0.25
Gaia::Achievements,Tool for editing apps on-device and persisting changes.,77,2227,1,0.25
Gaia::Foxfooding,Tool for editing apps on-device and persisting changes.,77,2228,1,0.25
bm / Bambara,Bambara Localization (Bamanankan nyɛnabɔcoko),17,2229,1,0.25
Universal Search,For bugs related to Universal Search,149,2230,1,0.25
kok / Konkani,Konkani Localization (कोंकणी थळावेकरण),17,2231,1,0.25
DOM: Service Workers,"This component covers the <a href=""https://github.com/slightlyoff/ServiceWorker/"">Service Worker</a> implementation in Gecko.",1,2232,1,1
es / International Spanish,International Spanish (Español Internacional),17,2233,1,0.25
Extensions: GitHubAuth,GitHubAuth extension,70,2234,1,0.25
ks / Kashmiri,Kashmiri Localization (کاْشر لوکالایزیشن),17,2235,1,0.25
Sync,Contains bugs related to Firefox OS specific Sync implementation. Bugs in the Sync back-ends should be tracked in Mozilla Services::Sync Back-end.,77,2236,1,0.25
DOM: Animation,"This component covers the <a href=""https://w3c.github.io/web-animations/"">Web Animations</a> implementation in Gecko.",1,2237,1,1
Continous Integration,"Bugs about BMO's test scripts and CI integration (t/*, qa/*, .circle/config, etc)",70,2238,1,0.25
Web Speech,"This component covers the <a href=""https://dvcs.w3.org/hg/speech-api/raw-file/tip/webspeechapi.html"">Web Speech API</a> implementation in Gecko.",1,2239,1,1
Gaia::VoiceControl,"This component covers the implementation of Vaani, the current code name for the Firefox OS's Voice Control implementation.",77,2240,1,0.25
friends.mozilla.org,Bugs & Feature Requests related to the website friends.mozilla.org,136,2241,1,0.25
Mobile,Bugs & Feature Requests related to the mobile application for Firefox Friends,136,2242,1,0.25
Other,Anything else about the Firefox Friends program,136,2243,1,0.25
Planning,Anything related to planning for the Firefox Friends program,136,2244,1,0.25
Metrics: Product Metrics,Product based KPIs.,55,2245,1,0.25
Marketing,Anything related to MDN marketing activities,37,2246,1,0.25
Events,Anything related to MDN events.,37,2247,1,0.25
MozIlluminate,A Testcase Management System built around Moztrap for Firefox OS.,64,2248,1,0.25
Treeherder: Client Libraries,Bugs regarding the client libraries used to retrieve and submit information to Treeherder.,122,2249,1,0.25
Gaia::Project Infrastructure,"Configuration, setup, and tooling around gaia's development and test environments.",77,2251,1,0.25
Documentation,"The BMO documentation, mostly anything in the docs/ directory and possibly some of the built-in help pages such as quick search.",70,2252,1,0.25
General,Bugs which do not have a more specific component,137,2253,1,0.25
Service Request,"Adding/removing a user, worker type or other taskcluster platform configuration service requests",137,2254,1,0.25
Queue,Taskcluster Queue,137,2255,1,0.25
Authentication,"Taskcluster Authentication.  This component is for the authentication service, not for adding or modifying user accounts",137,2256,1,0.25
Index,Taskcluster Indexing Service,137,2257,1,0.25
Docker-Worker,Taskcluster worker for running on Linux with Docker for compartmentalization,137,2258,1,0.25
Generic-Worker,Taskcluster worker written in Go which is used to run anything outside of the docker container system,137,2259,1,0.25
AWS-Provisioner,Taskcluster Provisioner for AWS Instances,137,2260,1,0.25
Scheduler,Taskcluster Scheduler,137,2261,1,0.25
Tools,"Taskcluster websites including tools.taskcluster.net, docs.taskcluster.net and stats.taskcluster.net",137,2262,1,0.25
Hooks,No description right now,137,2263,1,0.25
Integration,Integration with other services and repositories,137,2264,1,0.25
Client Libraries,All Taskcluster client libraries,137,2265,1,0.25
Platform Libraries,"Taskcluster platform libraries, e.g. base.Entity",137,2266,1,0.25
cak / Kaqchikel,Kaqchikel Localization (Kaqchikel Tzalq'omanri'ïl),17,2267,1,0.25
Bug Creation/Editing,For issues relating to the default bug creation (enter_bug) and editing (show_bug) experiences.,70,2268,1,0.25
Search,For issues relating to BMO's searching pages and results.,70,2269,1,0.25
Email Notifications,For issues relating to the generation and content of all email notification sent by BMO.,70,2270,1,0.25
tsz / Purépecha,Purépecha Localization (P'orhe jimpo pent'ani),17,2271,1,0.25
Traffic,Bugs in the Content Services::Traffic component are for tiles campaigns trafficking requests (new campaign submissions or editing existing campaigns).,129,2272,1,0.25
Audio/Video: Playback,"For problems related to the HTML 5 media elements (&lt;video&gt; and &lt;audio&gt;) -- including WebM, MP4, MSE and EME issues.  This would also typically include decoding problems in the codecs themselves (e.g. VP8, VP9, H.264, AAC) experienced during playback.",1,2273,1,1
Audio/Video: MediaStreamGraph,"Any bug related to MediaStreams, MediaStreamTracks, TrackUnions and the MediaStream GraphDriver.",1,2274,1,1
zam / Miahuatlán Zapotec,Miahuatlán Zapotec Localization (Kue dob loo diiste ná Miahuatlán),17,2275,1,0.25
external-media-tests,Suite of Marionette Python tests for HTML5 video playback. https://wiki.mozilla.org/Auto-tools/Projects/Platform_Quality/Firefox_Media_Tests,135,2276,1,0.25
General,"Bugs related to the operations security (OpSec) team. These include server/network related security issues. (<a href=""https://wiki.mozilla.org/Security/OpSec"">more info</a>).",138,2277,1,0.25
Incident,"Used whenever a security breach, data leak, or event occurs that requires incident response.",138,2278,1,0.25
Investigation,"Think you might have a security incident but need help figuring it out? Leaked passwords but don't know if they've been used? It goes here. If attack is in progress or data has been leaked and used/seen by third parties, use the Incident component instead.",138,2279,1,0.25
Review,"Rapid risk assessments, vendor reviews, security control checking, etc. We're here to help!",144,2280,1,0.25
MIG,"For MIG, the Mozilla InvestiGator.",138,2281,1,0.25
MozDef,"For MozDef, the Mozilla Defense platform - Mozilla's SIEM.",138,2282,1,0.25
NSM,"For NSM, the Network Security Monitoring running at Mozilla.",138,2283,1,0.25
Risk Record,"Risk recorded during a risk analysis. These entries represent the risks and recommendations made. Tracking of remediations, acceptance of risk (""wontfix""), or discussion is done here.",138,2284,1,0.25
mg / Malagasy,Malagasy Localization (Dikateny Malagasy),17,2285,1,0.25
Skype,The JavaScript Skype protocol via Skypeweb.,115,2286,1,0.25
BrowserCompat,"Bugs and feature requests for the Compatibility Data 
web application.",37,2287,0,0.25
GeckoView,The GeckoView embedding widget for Android,74,2288,1,0.25
B2gInstaller,Firefox Add-on to install Firefox OS on to devices,77,2289,1,0.25
Untriaged,File feature requests and bugs related to the WebExtension add-on API.,165,2290,1,0.0
Macros/Templates,"Issues related to MDN's server-side content generating macros, also sometimes known as ""templates"" (<a href=""https://developer.mozilla.org/en-US/docs/MDN/Contribute/Content/Macros"">more info</a>).",98,2292,1,0.25
General,"b2gdroid issues related to Android integration, missing or broken apis and UX issues.",140,2293,1,0.25
Metrics,"This component has collection of metrics/analytics that are being collected on the device. eg: FTU ping, App usage ping be on this component (<a href=""https://wiki.mozilla.org/FirefoxOS/Metrics#Roadmap"">more info</a>).",77,2294,1,0.25
JSON Viewer,File bugs here for Firefox's built-in JSON Viewer.,163,2295,1,0.25
Learning Area,"Issues related to MDN's Learning Area, home to documentation for new Web developers. Located at https://developer.mozilla.org/en-US/docs/Learn.",98,2296,1,0.25
Task Configuration,Requests for assistance with creating and updating individual tasks and decision tasks for the TaskCluster Platform.,160,2297,1,0.25
General,"A component for Tracking bugs that don't fit into one of the other, more-specific components.",81,2298,1,0.25
API: Web Animations,Issues related to the Web Animations API.,98,2299,1,0.25
Docker Images,Get help and code review for modifying our in-tree Docker images located in testing/docker,137,2300,0,0.25
QA: Test Automation,"Test Automation bugs for Mozilla Services Projects (e2e, stack check, deployment validation, etc.)",55,2301,1,0.25
Marketing Infrastructure,Bugs and requests related to our infrastructure.,107,2302,1,0.25
DB: MySQL bugzilla/reviewboard,Bugzilla and reviewboard MySQL requests,113,2303,1,0.25
DB: Postgres,Postgres database requests,113,2304,1,0.25
DI: Bagheera/Kafka,Bagheera/Kafka requests,113,2305,1,0.25
DI: New request,New Data Integration requests,113,2306,1,0.25
DI: Problem/support,"Problems with data integrations, request for support/maintenance",113,2307,1,0.25
DB: Hadoop Administration,Hadoop administration requests,113,2308,1,0.25
Operations: AMO,For all operational issues related to AMO.,55,2309,1,0.25
Gaia::TV::Browser,This component is for Gaia bugs working on the Firefox OS TV Browser app.,77,2310,1,0.25
Gaia::TV::Fling,This component is for Gaia bugs working on the Firefox OS TV Fling app.,77,2311,1,0.25
Etherpad Migration,Issues and pad requests,107,2312,0,0.25
AutoConfig (Mission Control Desktop),For bugs using an AutoConfig (mozilla.cfg) file to configure Firefox or other Mozilla applications. NOT for Thunderbird Autoconfiguration.,1,2313,1,1
lo / Lao,Lao Localization (ການແປພາສາລາວ),17,2314,1,0.25
Bitbar,"Infrastructure to perform on device automation, provided by Bitbar",77,2315,1,0.25
about:debugging,Bugs related to the about:debugging page.,163,2316,1,0.25
Bleach-security,Security issues for the bleach Python library,8,2318,1,0.25
Firefox Accounts,"Bugs related to Firefox Accounts (FxA) integration, including about:accounts. For bugs in Sync on Android, see Android Background Services :: Android Sync.",74,2319,1,0.25
First Run,"Bugs related to the first run experience, which is displayed the first time the app is launched.",74,2320,1,0.25
Family Friendly Browsing,Bugs related to the Family Friendly Browsing experience on Android,74,2321,0,0.25
Platform Fuzzing Team,Work items and bugs for the Platform Fuzzing Team,1,2322,1,1
Audio/Video: cubeb,Any bug in libcubeb.  Typically audio output and input bugs would go here,1,2323,1,1
Audio/Video: GMP,Any bug in the Gecko Media Plugin framework. This is the code that glues the openh264 plugin and EME plugins to the browser.,1,2324,1,1
Login,"The Login service at login.taskcluster.net, including its backends",137,2325,1,0.25
Documentation,"TaskCluster documentation (docs.taskcluster.net, including that generated from other components)",137,2326,1,0.25
gn / Guarani,Guarani Localization (Guarani Rendarã),17,2327,1,0.25
QA: General,"Cloud Services QA test plans, deployments, and team tasks",55,2328,1,0.25
CSS Rules Inspector,For issues relating to the CSS Rules Inspector within Firefox Developer Tools.,163,2329,1,1
Computed Styles Inspector,For issues relating to the Computed Styles Inspector within Firefox Developer Tools.,163,2330,1,0.25
Font Inspector,For issues relating to the Font Inspector within Firefox Developer Tools.,163,2331,1,0.25
Animation Inspector,For issues relating to the Animation Inspector within Firefox Developer Tools.,163,2332,1,0.25
General,General bugs in all areas of the application,143,2333,1,0.25
Community Ops,Component to track all bugs and work around Community Ops and Participation Infrastructure,75,2337,1,0.25
Secrets,The secrets service provides a simple key/value store guarded by scopes.,137,2338,1,0.25
Github,A service for integrating TaskCluster with GitHub,137,2339,1,0.25
Release notes,"Bugs and feature requests related to the release notes pages of Firefox (Desktop, Android and iOS) or Thunderbird on the mozilla.org website",93,2340,1,0.25
Multi-Factor Authentication,Issues around Duo Security or other Multi-Factor Authentication issues relating to Mozilla's Authentication infrastructure,107,2341,1,0.25
Rapid Risk Analysis,The Rapid Risk (Impact) Assessment (also called Rapid Risk Analysis) is a 30 minutes or less discussion about the potential risks of a project. The RRA is high level and lightweight.,138,2342,1,0.25
Vulnerability Assessment,"A semi-automated point-in-time vulnerability assessment conducted by a vulnerability scanner and other “point and shoot” tools for an explicit set of target(s). May include a validation component, depending on scope.",138,2343,1,0.25
Threat Modeling,"A review of the set of attack scenarios to consider against an application. They are more specific, thorough and often more time consuming than Rapid Risk  (RRA). When a threat model or analysis is requested on a large service (ie, larger than a quick reply in a bug), an RRA is required to ensure that the security recommendations cover the areas of concerns of the service.",138,2344,1,0.25
Penetration Test,"An adversarial exercise with the goal of demonstrating risks that could be exploited by a threat actor. Testing scope is heavily influenced by RRA and TM results, which should be completed prior to Penetration Testing.",138,2345,1,0.25
Operations: Product Delivery,"For operational issues related to Cloud Services managed Product Delivery including download.cdn.mozilla.net, download-installer.cdn.mozilla.net, archive.mozilla.org.",55,2346,1,0.25
Worker,"Features and bugs in taskcluster-worker, generic-worker and docker-worker.",137,2347,1,0.25
Shared Components,A place to work on shared React components (and other UI utilities) that will be used across the Developer Tools,163,2348,1,0.25
ltg / Latgalian,Latgalian Localization (Latgaliešu versija),17,2349,1,0.25
MozITP,"A one-stop shop for setting up Firefox OS-related tools, which can handle automatic Testing on Mulet or a real device, flashing TaskCluster images, flashing with the B2G installer add-on, and running the TV and phone versions of Mulet.",77,2350,1,0.25
Discussion,"Technical discussion threads that are for teams to solicit comments, build consensus and then decide on a course of action.",137,2351,0,0.25
Metrics,"Bugs related to Fennec Metrics; Telemetry, Adjust or an other metrics systems helping us understand our products and features better.",74,2352,1,0.25
Bots,Static analysis bots (mozreviewbot) such as ESLint.,145,2353,1,0.25
Documentation,"MozReview's documentation - <a href=""http://mozilla-version-control-tools.readthedocs.org/en/latest/mozreview.html"">http://mozilla-version-control-tools.readthedocs.org/en/latest/mozreview.html</a>.",145,2354,1,0.25
Infrastructure,Infrastructure running MozReview specific components.,145,2355,1,0.25
Integration: Git,Integration with MozReview/Review Board from git.,145,2356,1,0.25
Integration: Mercurial,Integration with MozReview/Review Board from Mercurial/hg.,145,2357,1,0.25
Review Board: Upstream,"Issues with Review Board that need to be fixed in upstream Review Board first (<a href=""https://hellosplat.com/s/beanbag/reviewboard/"">https://hellosplat.com/s/beanbag/reviewboard/</a>).",145,2359,1,0.25
Review Board: User Interface,Interface related Review Board issues.,145,2360,1,0.25
Testing / Development Environment,Issues with the docker/ansible testing/development environment.,145,2361,1,0.25
Review Board: Extension,Issues with the mozreview or rbbz extensions to Review Board.,145,2362,1,0.25
Distributions,Bugs related to the creation of desktop distributions (distribution.ini),21,2363,1,0.25
Distributions,Bugs related to the creation of mobile distributions,74,2364,1,0.25
Quality,"Projects and Tools to assess and improve localization quality across locales. For issues with particular localizations, please file a bug in <a href=""https://bugzilla.mozilla.org/enter_bug.cgi?product=Mozilla%20Localizations"">Mozilla Localizations</a>.",128,2365,1,0.25
Project Link,"Project Link aims to be your own, personal user agent for the smart home, creating a web of things that is completely yours.",146,2366,1,0.25
Project Sensor Web,Project Sensor Web aims to find the easiest path from sensors to open data so contributors can collaboratively use sensors to get great detail of understanding their living environment.,146,2367,1,0.25
Project Smart Home,"Project Smart Home offers a middle ground between ""in a box"" and DIY solutions to enable modular, affordable hardware.",146,2368,1,0.25
Project Vaani,Through Voice is the open source and most natural way to interact with connected devices around us.,146,2369,1,0.25
Integration: Bugzilla,Integration with Bugzilla.mozilla.org/BMO from MozReview.,145,2370,1,0.25
Metrics,"Metrics is framework that will allow Mozilla projects to collect the specific data needed using the unified Telemetry Pipeline to send data to our metrics infrastructure to run processes for validating, sanitizing and even automatically analyzing device data.",146,2371,1,0.25
Participation,Participate in the part of the Product Innovation Process to help us manage the new Product Innovation activities.  By organizing teams through a gated innovation process this allows Mozilla to evaluate the market and brainstorm ideas while involving our unique resources and active community.,146,2372,1,0.25
Research,"User research focuses on understanding user behaviors, needs, and motivations through observation techniques, task analysis, and other feedback methodologies.  Research covers a wide spectrum of activities from prioritizing user studies, setup and conducting the studies, data collection and analysis.",146,2373,1,0.25
Activity Streams: General,General Activity Streams bugs,21,2374,0,0.25
Activity Streams: Newtab,Bugs for the newtab page activity streams implementation,21,2375,1,0.25
Activity Streams: Timeline,Bugs for the Timeline page activity streams implementation,21,2376,0,0.25
Activity Streams: Server Operations,Bugs for server infrastructure supporting our application servers for activity streams,21,2377,0,0.25
Activity Streams: Application Servers,"Bugs for the development of our application servers for activity streams including our metrics collection front-ends (onyx), our content management system (splice) and our data processing rules (infernyx)",21,2378,1,0.25
Menu and Toolbar,The bottom toolbar and associated menu.,130,2379,1,0.25
Telemetry,Recording and submission of opt-in and opt-out user telemetry.,130,2380,1,0.25
Login Management,"Settings UI, password fill, etc.",130,2381,1,0.25
Localization,l10n-related bugs that don't belong in another component.,130,2382,1,0.25
Server: absearch,Server-side of the a/b testing service for search settings in Firefox,55,2383,1,0.25
Server: Remote Settings,Any bug related to a remote settings server problem.,55,2384,1,0.25
trs / Triqui,Triqui Localization (Nachru' Nánj Nï'ïn),17,2385,1,0.25
DOM,"The DOM panel in Firefox DevTools which shows the DOM properties, functions, etc. in the current environment.",163,2386,1,1
Lint and Formatting,"Issues related to linting tools (e.g flake8, eslint) and code formatting tools (clang-format). Feature requests for these tools can also be filed here",160,2387,1,0.25
Tracking Protection,"For bugs and feature requests in Firefox's Tracking Protection
feature.",21,2388,1,0.25
Normandy Server,Web service to store and serve recipes,21,2389,1,0.25
Normandy Client,In-browser component that validates and executes actions in a sandbox,21,2390,1,0.25
Actions,"Individual experiments, self-repair, or survey actions",148,2391,1,0.25
General,General issues not related to a specific component.,148,2392,1,0.25
Morgoth,Service for managing the Firefox system add-on release pipeline.,36,2393,1,0.25
Operations: Autopush,For operational issues related to Cloud Services managed Autopush deployments including autopush.services.mozilla.com.,55,2394,1,0.25
Platform and Services,"Issues related to queue, authentication, tools.taskcluster.net, docs.taskcluster.net, taskcluster-github, mozilla-taskcluster, aws-provisioner, taskcluster-secrets, taskcluster-hooks, all platform libraries and any other microservice deployed and managed by the TaskCluster team.",137,2395,1,0.25
Operations,"File issues related to Heroku management, AWS management, Azure management, server configuration, other process things related to service and machine operation; also, Windows and Linux AMI generation and support.",137,2396,1,0.25
Readable Bug Statuses,"Bugs relating to the 'readable bug statuses' (<a href=""https://www.npmjs.com/package/bugzilla-readable-status"">https://www.npmjs.com/package/bugzilla-readable-status</a>).",70,2397,1,0.25
Operations: AWS Account Request,Use for requesting accounts in cloud-services AWS environments,55,2398,1,0.25
Mercurial: configwizard,"The ""configwizard"" Mercurial (hg) extension. This extension provides the functionality of `mach mercurial-setup`. So most bugs or feature requests for `mach mercurial-setup` belong in this component.",127,2399,1,0.25
Searchfox,File feature requests and bugs related to the Searchfox search tool.,8,2400,1,0.25
Project SmartKitchen,"Smart Kitchen is a project that has passed gate 0 and is currently working on our first prototype. Smart Kitchen address the question ""What's for dinner?"" and suggests healthy meal options based on what you already have in your fridge.",146,2401,1,0.25
Password Manager: Site Compatibility,"Reports of password manager not working on a specific site. Generic heuristic improvements should be filed in Toolkit::Password Manager. <a href=""https://wiki.mozilla.org/Firefox:Password_Manager_Debugging"">Debug Logging</a> can help diagnose problems. A URL should be specified in the URL field.",30,2402,1,0.25
Android,Bugs about WebExtensions on Android.,165,2403,1,0.25
Compatibility,"Compatibility with other browsers, including advocacy for add-ons we'd like
to support.",165,2404,1,0.25
Developer Tools,"Bugs about debugging, reloading add-ons, error messages and devtools APIs.",165,2405,1,0.25
Experiments,Experiments and new APIs for WebExtensions.,165,2406,1,0.25
Frontend,"Bugs about front end APIs and interaction such as buttons, tabs, windows,
popups.",165,2407,1,0.25
General,All other bugs about WebExtensions,165,2408,1,0.25
Request Handling,Bugs about request handling including webRequest and webNavigation.,165,2409,1,0.25
login.mozilla.com,"For bugs relating to the website <a href=""https://login.mozilla.com/"">https://login.mozilla.com</a>.",36,2410,1,0.25
reviewbot,"Bug reports and feature requests for the ""reviewbot"" IRC bot on irc.mozilla.org.",145,2415,1,0.25
Proxy ACL Request,Datacenter proxy ACL request form,107,2416,1,0.25
Shield Study,A/B studies,148,2419,1,0.25
Heartbeat,General satisfaction and attitudinal measures,148,2420,1,0.25
Recommendation,Contextual recommendations to improve user experience,148,2421,1,0.25
Repair,Proactively addressing known Firefox issues,148,2422,1,0.25
DOM: Flyweb,"Bugs related to the Flyweb project - implementation, discovery, networking and UX.",1,2423,1,1
Mercurial: robustcheckout,The robustclone Mercurial extension performs cloning of Mercurial repositories using best practices that result in faster and more resilient clones and checkouts. The robustclone extension is heavily used in Firefox automation to manage cloning and checkouts.,127,2424,1,0.25
Go Faster,"The WebCompat Go Faster add-on provides a site patching mechanism for Firefox user (<a href=""https://wiki.mozilla.org/Compatibility/Go_Faster_Addon"">more info</a>).",152,2425,1,0.25
Project Cue,"Project Cue is a project that has passed gate 0 and is currently working on multiple assumptions and experimentations.  It makes use of an always-on voice-enabled smart screen device to set reminders and manage and keep track of activities, events, and to-do lists of family members.",146,2426,1,0.25
kab / Kabyle,Kabyle Localization (Asideg Aqbayli),17,2427,1,0.25
